r,b,swpd,livre,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st,time
1,0,0,114980,82196,6154604,0,0,20224,0,708,1467,24,1,74,2,0,21:23:22 2019-05-28
1,0,0,115224,82196,6154012,0,0,20240,0,647,1797,22,1,74,3,0,21:23:23 2019-05-28
1,0,0,117160,82204,6152008,0,0,18616,32,646,1321,22,0,72,5,0,21:23:24 2019-05-28
0,1,0,114972,82204,6154008,0,0,20240,0,670,1375,23,1,74,3,0,21:23:25 2019-05-28
1,0,0,112596,82204,6155908,0,0,19524,0,651,1343,22,1,74,3,0,21:23:26 2019-05-28
1,0,0,110672,82204,6157944,0,0,20248,0,676,1755,22,1,74,3,0,21:23:27 2019-05-28
1,0,0,116496,82204,6151552,0,0,19576,0,673,2071,22,1,75,3,0,21:23:28 2019-05-28
0,1,0,114092,82212,6153484,0,0,20240,20,664,2013,23,0,73,3,0,21:23:29 2019-05-28
0,1,0,116104,82212,6151448,0,0,20240,0,648,1485,22,1,74,3,0,21:23:30 2019-05-28
0,2,0,109848,82216,6157024,0,0,15184,108552,569,1524,17,1,68,15,0,21:23:31 2019-05-28
0,2,0,109516,82216,6156952,0,0,4628,94208,353,1457,6,1,66,28,0,21:23:32 2019-05-28
0,2,0,116488,82224,6150952,0,0,5504,71680,426,1306,7,1,70,22,0,21:23:33 2019-05-28
0,3,0,116828,82228,6150888,0,0,4632,41008,342,877,5,1,58,36,0,21:23:34 2019-05-28
0,3,0,116332,82228,6151084,0,0,5052,18504,418,2152,7,1,49,43,0,21:23:35 2019-05-28
0,3,0,113076,82232,6154572,0,0,6164,38912,409,1967,7,1,51,41,0,21:23:36 2019-05-28
2,3,0,109284,82232,6158392,0,0,6644,65536,448,2835,8,1,50,42,0,21:23:37 2019-05-28
0,3,0,117360,82236,6149736,0,0,6368,32768,397,2076,7,0,56,37,0,21:23:38 2019-05-28
0,3,0,115156,82236,6152272,0,0,5444,32768,427,2270,7,0,71,22,0,21:23:39 2019-05-28
2,2,0,111528,82236,6155600,0,0,6184,65536,438,2096,8,1,71,20,0,21:23:40 2019-05-28
1,2,0,110552,82240,6156640,0,0,5724,32768,416,2301,7,1,58,34,0,21:23:41 2019-05-28
0,2,0,114644,82240,6152200,0,0,6040,8192,418,2142,7,0,67,26,0,21:23:42 2019-05-28
0,2,0,110960,82240,6156036,0,0,6432,0,446,1994,8,0,71,21,0,21:23:43 2019-05-28
0,2,0,116684,82240,6150488,0,0,5856,0,394,2923,7,1,68,25,0,21:23:44 2019-05-28
2,0,0,115740,82252,6151764,0,0,13136,48,530,1644,15,1,74,11,0,21:23:45 2019-05-28
1,0,0,113040,82252,6153856,0,0,20244,0,661,1333,22,1,75,3,0,21:23:46 2019-05-28
1,0,0,110900,82252,6155500,0,0,19860,0,689,1433,22,1,75,3,0,21:23:47 2019-05-28
1,0,0,113356,82252,6153144,0,0,20240,0,634,1333,23,1,74,2,0,21:23:48 2019-05-28
0,1,0,114800,82252,6151124,0,0,20236,0,658,1971,22,1,74,3,0,21:23:49 2019-05-28
1,0,0,116628,82260,6148956,0,0,18428,20,658,1735,21,1,73,5,0,21:23:50 2019-05-28
1,0,0,117164,82260,6148404,0,0,20244,0,661,1413,22,1,74,2,0,21:23:51 2019-05-28
1,0,0,112840,82260,6152196,0,0,19548,124,647,1312,23,1,74,3,0,21:23:52 2019-05-28
1,0,0,109860,82260,6155340,0,0,20244,0,667,1551,22,1,75,3,0,21:23:53 2019-05-28
1,0,0,116632,82260,6148104,0,0,19856,0,657,1957,23,1,74,3,0,21:23:54 2019-05-28
1,0,0,114924,82268,6149616,0,0,19692,28,687,1702,22,1,74,4,0,21:23:55 2019-05-28
1,0,0,115268,82268,6149400,0,0,20788,0,676,1388,23,1,73,2,0,21:23:56 2019-05-28
1,0,0,113264,82268,6151336,0,0,19708,0,691,1582,23,1,74,3,0,21:23:57 2019-05-28
2,0,0,110564,82268,6153324,0,0,20236,0,686,1650,23,1,74,3,0,21:23:58 2019-05-28
1,0,0,111420,82268,6151696,0,0,20232,0,679,1470,23,1,74,2,0,21:23:59 2019-05-28
1,0,0,116836,82276,6146448,0,0,19488,20,673,2050,22,1,72,5,0,21:24:00 2019-05-28
1,0,0,140672,82276,6122360,0,0,19768,0,671,1986,23,0,75,3,0,21:24:01 2019-05-28
1,0,0,125912,82276,6137584,0,0,20228,8,670,1173,23,1,74,3,0,21:24:02 2019-05-28
1,0,0,123820,82276,6139100,0,0,20244,0,692,1640,23,1,73,2,0,21:24:03 2019-05-28
1,0,0,119260,82276,6142792,0,0,20724,0,674,1502,23,1,75,2,0,21:24:04 2019-05-28
1,0,0,122692,82284,6139172,0,0,19368,32,681,2049,21,1,73,5,0,21:24:05 2019-05-28
1,0,0,116912,82284,6145204,0,0,20240,0,654,1321,23,1,74,3,0,21:24:06 2019-05-28
1,0,0,123700,82284,6138616,0,0,19524,0,693,1246,23,1,74,3,0,21:24:07 2019-05-28
1,0,0,117156,82284,6145416,0,0,20240,0,672,1424,23,1,74,2,0,21:24:08 2019-05-28
1,1,0,120916,82284,6140680,0,0,20960,0,647,1142,23,0,75,3,0,21:24:09 2019-05-28
1,0,0,121736,82292,6139792,0,0,18864,20,699,1997,23,1,73,4,0,21:24:10 2019-05-28
1,0,0,118740,82292,6142600,0,0,19808,0,717,2041,23,1,74,3,0,21:24:11 2019-05-28
0,2,0,119692,82296,6141320,0,0,19168,120832,632,1452,21,1,73,6,0,21:24:12 2019-05-28
0,2,0,132892,82296,6128132,0,0,2684,83968,330,1462,4,1,61,35,0,21:24:13 2019-05-28
0,2,0,120088,82296,6141336,0,0,6904,32768,413,1306,8,1,73,19,0,21:24:14 2019-05-28
0,2,0,132624,82304,6128132,0,0,2696,55332,353,1372,4,1,65,30,0,21:24:15 2019-05-28
1,2,0,123092,82304,6138444,0,0,5076,59428,426,2341,6,1,44,49,0,21:24:16 2019-05-28
1,2,0,127648,82308,6132976,0,0,6160,32768,430,2489,7,1,57,35,0,21:24:17 2019-05-28
0,3,0,132948,82308,6127200,0,0,6852,65536,430,2075,7,1,53,39,0,21:24:18 2019-05-28
2,2,0,120500,82308,6139628,0,0,6132,32768,418,2048,8,1,49,43,0,21:24:19 2019-05-28
1,2,0,124764,82312,6135048,0,0,6876,32768,469,2771,8,1,58,34,0,21:24:20 2019-05-28
0,3,0,132620,82312,6126900,0,0,5324,63488,443,2250,7,1,70,22,0,21:24:21 2019-05-28
0,3,0,138320,82312,6120884,0,0,6424,30720,445,2954,7,1,58,34,0,21:24:22 2019-05-28
0,2,0,125272,82312,6133708,0,0,6556,12412,424,2033,8,0,67,25,0,21:24:23 2019-05-28
0,2,0,131860,82312,6127080,0,0,6280,0,432,2497,7,1,69,23,0,21:24:24 2019-05-28
1,1,0,136668,82312,6122220,0,0,6652,0,435,2613,8,1,68,23,0,21:24:25 2019-05-28
1,0,0,133168,82324,6125584,0,0,11420,48,496,2043,13,1,68,19,0,21:24:26 2019-05-28
1,0,0,130376,82324,6128432,0,0,19712,0,723,1993,23,1,73,3,0,21:24:27 2019-05-28
1,0,0,130048,82324,6128376,0,0,18980,0,636,1527,22,1,75,2,0,21:24:28 2019-05-28
1,0,0,126248,82324,6131724,0,0,20248,0,652,1925,23,1,74,3,0,21:24:29 2019-05-28
1,0,0,122384,82324,6135440,0,0,20724,0,665,1546,23,1,74,2,0,21:24:30 2019-05-28
1,0,0,122056,82332,6135636,0,0,19368,20,656,1585,22,1,73,4,0,21:24:31 2019-05-28
1,0,0,124052,82332,6132636,0,0,8760,0,637,2996,24,3,72,1,0,21:24:32 2019-05-28
1,0,0,125320,82332,6132504,0,0,19712,8,686,1739,22,1,74,4,0,21:24:33 2019-05-28
1,0,0,124108,82332,6133524,0,0,20240,0,684,1963,22,1,74,3,0,21:24:34 2019-05-28
1,0,0,139468,82332,6117904,0,0,20232,0,655,1914,22,1,75,2,0,21:24:35 2019-05-28
1,0,0,137480,82340,6120296,0,0,19480,32,647,1394,21,1,73,5,0,21:24:36 2019-05-28
0,1,0,134116,82340,6123128,0,0,21004,0,690,1222,22,1,74,2,0,21:24:37 2019-05-28
0,1,0,130548,82340,6126408,0,0,20232,0,686,1992,23,1,74,3,0,21:24:38 2019-05-28
1,0,0,127104,82340,6129600,0,0,20248,0,674,1972,22,1,74,3,0,21:24:39 2019-05-28
3,0,0,124980,82340,6131736,0,0,20248,0,698,1440,24,1,72,3,0,21:24:40 2019-05-28
1,0,0,124944,82348,6131584,0,0,18988,20,667,1960,22,1,72,4,0,21:24:41 2019-05-28
1,0,0,122400,82348,6134440,0,0,19860,0,642,1528,23,1,75,2,0,21:24:42 2019-05-28
1,0,0,138060,82348,6117912,0,0,20248,0,673,1377,23,1,74,3,0,21:24:43 2019-05-28
0,1,0,136080,82348,6120048,0,0,20244,0,646,1916,22,1,74,3,0,21:24:44 2019-05-28
1,0,0,133044,82348,6122808,0,0,20224,0,659,1959,22,1,74,3,0,21:24:45 2019-05-28
1,0,0,130344,82356,6125360,0,0,19524,20,666,1403,23,0,73,3,0,21:24:46 2019-05-28
1,0,0,126156,82356,6129416,0,0,20972,0,663,1498,22,1,74,3,0,21:24:47 2019-05-28
1,0,0,123596,82356,6131780,0,0,20244,0,656,1340,22,1,74,3,0,21:24:48 2019-05-28
0,1,0,136864,82360,6118176,0,0,11744,24576,493,1201,13,1,68,18,0,21:24:49 2019-05-28
1,0,0,134848,82360,6119708,0,0,19476,0,652,1347,22,1,74,3,0,21:24:50 2019-05-28
1,0,0,133964,82368,6120804,0,0,9640,24760,465,1446,11,1,72,17,0,21:24:51 2019-05-28
1,0,0,139172,82368,6115000,0,0,18040,24596,624,1637,19,1,74,6,0,21:24:52 2019-05-28
1,0,0,130224,82368,6124760,0,0,14104,0,534,1860,16,1,74,9,0,21:24:53 2019-05-28
0,2,0,126348,82372,6127308,0,0,11200,169988,502,1720,13,1,68,18,0,21:24:54 2019-05-28
0,2,0,138888,82372,6114772,0,0,6872,32764,445,1540,8,0,75,17,0,21:24:55 2019-05-28
1,2,0,129680,82380,6124228,0,0,4352,75820,369,1088,6,0,56,38,0,21:24:56 2019-05-28
1,2,0,135228,82380,6118292,0,0,6644,32768,445,2845,8,1,67,25,0,21:24:57 2019-05-28
0,3,0,140568,82384,6112068,0,0,6368,57340,371,1891,7,1,69,24,0,21:24:58 2019-05-28
0,3,0,128964,82384,6124396,0,0,6136,32772,446,2802,8,0,69,23,0,21:24:59 2019-05-28
1,2,0,136000,82384,6117032,0,0,5492,32768,400,3023,7,1,69,24,0,21:25:00 2019-05-28
1,4,0,122956,82388,6129780,0,0,6472,32764,436,2158,7,0,53,40,0,21:25:01 2019-05-28
1,2,0,130620,82388,6121892,0,0,6804,32772,497,2457,5,0,43,51,0,21:25:02 2019-05-28
0,3,0,136340,82388,6115856,0,0,6704,32768,421,2770,8,1,62,30,0,21:25:03 2019-05-28
1,2,0,124248,82392,6127868,0,0,5672,65536,411,2548,7,1,56,37,0,21:25:04 2019-05-28
0,3,0,130788,82392,6121752,0,0,6616,30720,451,2540,7,0,68,24,0,21:25:05 2019-05-28
1,2,0,136928,82392,6115040,0,0,5888,32768,428,2727,8,0,54,38,0,21:25:06 2019-05-28
0,2,0,126048,82392,6127348,0,0,6152,6144,443,2471,7,0,70,23,0,21:25:07 2019-05-28
0,2,0,133568,82392,6119352,0,0,5772,0,381,2265,7,0,73,20,0,21:25:08 2019-05-28
1,1,0,138272,82392,6114472,0,0,6696,0,438,2419,8,1,72,20,0,21:25:09 2019-05-28
2,0,0,124816,82404,6127996,0,0,15720,76,653,2204,18,1,71,11,0,21:25:10 2019-05-28
1,0,0,122364,82404,6130176,0,0,20240,0,702,1279,22,1,75,3,0,21:25:11 2019-05-28
1,0,0,139132,82404,6113336,0,0,20628,0,652,1288,22,1,74,3,0,21:25:12 2019-05-28
1,0,0,119368,82404,6133152,0,0,19316,0,663,1631,22,1,74,2,0,21:25:13 2019-05-28
1,0,0,295920,82404,5956256,0,0,20232,0,687,1993,22,1,74,3,0,21:25:14 2019-05-28
0,1,0,254628,82412,5997496,0,0,20248,24,686,1645,22,0,73,4,0,21:25:15 2019-05-28
1,0,0,214140,82412,6038008,0,0,19480,0,676,1381,22,1,74,3,0,21:25:16 2019-05-28
1,0,0,173480,82412,6078328,0,0,20240,0,697,1917,23,1,74,2,0,21:25:17 2019-05-28
0,1,0,131348,82412,6120428,0,0,20996,0,645,1109,22,1,74,3,0,21:25:18 2019-05-28
1,0,0,128868,82412,6122224,0,0,20240,0,687,1395,23,1,74,3,0,21:25:19 2019-05-28
1,0,0,127788,82420,6122444,0,0,19488,20,656,1901,21,1,74,4,0,21:25:20 2019-05-28
1,0,0,125868,82420,6124484,0,0,20240,0,684,2034,23,1,74,3,0,21:25:21 2019-05-28
3,0,0,123292,82420,6126684,0,0,20240,0,672,1603,22,1,74,3,0,21:25:22 2019-05-28
1,0,0,140556,82420,6109180,0,0,20244,0,666,1848,22,1,74,3,0,21:25:23 2019-05-28
1,0,0,139484,82420,6110140,0,0,20240,0,660,1385,23,0,74,3,0,21:25:24 2019-05-28
1,0,0,138272,82428,6111660,0,0,19752,20,688,1875,23,1,72,4,0,21:25:25 2019-05-28
1,0,0,125776,82428,6123596,0,0,20728,0,643,1584,23,1,74,3,0,21:25:26 2019-05-28
1,0,0,123976,82428,6125296,0,0,19764,148,671,1387,22,1,74,3,0,21:25:27 2019-05-28
0,0,0,268956,82428,6125236,0,0,15176,0,676,1644,19,1,77,3,0,21:25:28 2019-05-28
2,0,0,268956,82428,6125236,0,0,0,0,212,1091,1,1,99,0,0,21:25:29 2019-05-28
0,0,0,268660,82436,6125244,0,0,0,40,203,1419,1,1,98,1,0,21:25:30 2019-05-28
0,0,0,268660,82436,6125256,0,0,0,0,212,1013,1,0,99,0,0,21:25:31 2019-05-28
0,0,0,268660,82436,6125256,0,0,0,152,222,1027,1,1,99,0,0,21:25:32 2019-05-28
0,0,0,269560,82436,6125264,0,0,0,0,209,977,1,0,99,0,0,21:25:33 2019-05-28
0,0,0,269560,82436,6125268,0,0,0,0,225,1439,1,1,97,0,0,21:25:34 2019-05-28
0,0,0,275760,82444,6125272,0,0,0,20,221,1459,0,1,98,2,0,21:25:35 2019-05-28
0,0,0,275140,82444,6125276,0,0,0,0,197,1467,1,0,99,0,0,21:25:36 2019-05-28
0,1,0,275140,82448,6125284,0,0,4,51204,246,1062,1,1,94,4,0,21:25:37 2019-05-28
0,1,0,276256,82456,6125304,0,0,8,157696,310,1017,1,1,74,24,0,21:25:38 2019-05-28
0,1,0,276472,82492,6125360,0,0,36,55296,300,1497,1,1,75,23,0,21:25:39 2019-05-28
0,2,0,275840,82516,6125432,0,0,20,59460,321,1647,2,1,68,29,0,21:25:40 2019-05-28
0,1,0,276256,82520,6125444,0,0,0,71940,282,1169,0,1,52,47,0,21:25:41 2019-05-28
0,1,0,276336,82520,6125448,0,0,0,0,241,970,0,0,75,25,0,21:25:42 2019-05-28
1,1,0,276312,82520,6125452,0,0,0,0,266,1205,1,0,75,24,0,21:25:43 2019-05-28
0,0,0,276332,82524,6125456,0,0,0,4,220,1317,1,0,88,12,0,21:25:44 2019-05-28
0,0,0,276456,82532,6125464,0,0,0,44,201,937,1,0,98,1,0,21:25:45 2019-05-28
0,0,0,276240,82532,6125468,0,0,0,0,188,923,0,0,99,0,0,21:25:46 2019-05-28
0,0,0,276488,82532,6125472,0,0,0,0,209,1022,1,1,99,0,0,21:25:47 2019-05-28
0,0,0,276240,82532,6125476,0,0,0,0,190,1357,1,1,99,0,0,21:25:48 2019-05-28
0,0,0,275868,82532,6125480,0,0,0,0,198,907,1,0,99,0,0,21:25:49 2019-05-28
0,0,0,274908,82532,6125484,0,0,0,0,190,888,1,0,99,0,0,21:25:50 2019-05-28
0,0,0,273792,82540,6125484,0,0,0,16,198,896,1,1,98,1,0,21:25:51 2019-05-28
0,0,0,273248,82540,6125508,0,0,0,0,214,1376,1,1,99,0,0,21:25:52 2019-05-28
1,0,0,272256,82540,6125512,0,0,0,0,197,921,1,0,99,0,0,21:25:53 2019-05-28
0,0,0,271264,82540,6125512,0,0,0,0,184,1378,1,1,99,0,0,21:25:54 2019-05-28
0,0,0,269900,82540,6125520,0,0,0,0,188,1378,1,1,99,0,0,21:25:55 2019-05-28
0,0,0,268784,82548,6125516,0,0,0,16,212,1346,0,1,97,2,0,21:25:56 2019-05-28
0,0,0,267700,82548,6125528,0,0,0,0,220,1419,1,1,99,0,0,21:25:57 2019-05-28
0,0,0,266460,82548,6125532,0,0,0,0,202,1360,0,1,99,0,0,21:25:58 2019-05-28
0,0,0,265344,82548,6125536,0,0,0,0,207,1094,1,0,99,0,0,21:25:59 2019-05-28
0,0,0,264228,82548,6125540,0,0,0,0,198,1148,1,1,99,0,0,21:26:00 2019-05-28
0,0,0,263112,82556,6125544,0,0,0,16,198,1396,0,0,98,1,0,21:26:01 2019-05-28
0,0,0,262492,82556,6125544,0,0,0,144,207,1395,1,0,99,0,0,21:26:02 2019-05-28
0,0,0,261716,82556,6125552,0,0,0,0,187,1384,1,0,99,0,0,21:26:03 2019-05-28
1,0,0,261252,82556,6125556,0,0,0,0,202,1298,1,1,99,0,0,21:26:04 2019-05-28
0,0,0,261252,82556,6125556,0,0,0,0,230,1380,1,0,98,0,0,21:26:05 2019-05-28
0,0,0,261252,82564,6125560,0,0,0,36,187,997,1,0,98,2,0,21:26:06 2019-05-28
0,0,0,261252,82564,6125564,0,0,0,0,229,1302,1,0,99,0,0,21:26:07 2019-05-28
0,0,0,261252,82564,6125564,0,0,0,0,189,1350,1,1,99,0,0,21:26:08 2019-05-28
0,0,0,261128,82564,6125572,0,0,0,0,209,1237,1,0,99,0,0,21:26:09 2019-05-28
0,0,0,260136,82564,6125576,0,0,0,0,197,1482,2,0,98,0,0,21:26:10 2019-05-28
0,0,0,260136,82572,6125576,0,0,0,16,209,944,0,1,97,2,0,21:26:11 2019-05-28
0,0,0,259144,82572,6125584,0,0,0,0,212,1330,1,0,99,0,0,21:26:12 2019-05-28
0,0,0,258400,82572,6125588,0,0,0,0,186,1358,1,1,99,0,0,21:26:13 2019-05-28
0,0,0,257036,82572,6125592,0,0,0,0,209,1362,1,0,99,0,0,21:26:14 2019-05-28
0,0,0,256168,82572,6125596,0,0,0,0,218,1419,1,1,98,0,0,21:26:15 2019-05-28
0,0,0,254928,82580,6125600,0,0,0,16,210,949,0,1,98,1,0,21:26:16 2019-05-28
0,0,0,253936,82580,6125608,0,0,4,88,226,1359,1,0,99,0,0,21:26:17 2019-05-28
0,0,0,253068,82580,6125612,0,0,0,0,189,1371,0,1,99,0,0,21:26:18 2019-05-28
0,0,0,251828,82580,6125612,0,0,0,0,209,1343,1,1,98,0,0,21:26:19 2019-05-28
0,0,0,251084,82580,6125620,0,0,0,0,183,916,1,0,99,0,0,21:26:20 2019-05-28
0,0,0,250216,82588,6125620,0,0,0,20,192,1401,1,1,98,1,0,21:26:21 2019-05-28
0,0,0,249100,82588,6125628,0,0,0,0,241,1316,1,1,98,0,0,21:26:22 2019-05-28
0,0,0,248480,82588,6125636,0,0,0,0,195,910,1,1,99,0,0,21:26:23 2019-05-28
0,0,0,248480,82588,6125640,0,0,0,0,191,926,1,1,99,0,0,21:26:24 2019-05-28
1,0,0,248356,82588,6125644,0,0,0,0,200,1301,1,1,98,0,0,21:26:25 2019-05-28
0,0,0,248108,82596,6125648,0,0,0,16,187,1401,1,0,99,0,0,21:26:26 2019-05-28
0,0,0,247364,82596,6125652,0,0,0,0,216,1392,1,0,99,0,0,21:26:27 2019-05-28
0,0,0,246248,82596,6125656,0,0,0,0,195,1312,1,1,99,0,0,21:26:28 2019-05-28
0,0,0,245132,82596,6125660,0,0,0,0,185,1347,1,1,99,0,0,21:26:29 2019-05-28
0,0,0,244264,82596,6125664,0,0,0,0,185,960,1,0,99,0,0,21:26:30 2019-05-28
0,0,0,243984,82604,6125668,0,0,0,16,205,1397,1,0,99,0,0,21:26:31 2019-05-28
0,0,0,243364,82604,6125672,0,0,0,0,183,1358,0,1,99,0,0,21:26:32 2019-05-28
0,0,0,243364,82604,6125672,0,0,0,132,219,1430,1,1,99,0,0,21:26:33 2019-05-28
0,0,0,243240,82604,6125676,0,0,0,0,181,1365,1,0,99,0,0,21:26:34 2019-05-28
0,0,0,242868,82604,6125680,0,0,0,0,208,1290,1,1,99,0,0,21:26:35 2019-05-28
0,0,0,242496,82612,6125684,0,0,0,36,203,939,0,0,99,1,0,21:26:36 2019-05-28
0,0,0,242372,82612,6125688,0,0,0,0,202,1020,1,0,99,0,0,21:26:37 2019-05-28
0,0,0,242868,82612,6125692,0,0,0,52,201,1021,1,0,99,0,0,21:26:38 2019-05-28
0,0,0,242000,82612,6125696,0,0,0,0,205,932,1,1,98,0,0,21:26:39 2019-05-28
0,0,0,241752,82612,6125700,0,0,0,0,228,1402,3,0,96,0,0,21:26:40 2019-05-28
0,0,0,242124,82620,6125704,0,0,0,24,189,1376,1,0,98,1,0,21:26:41 2019-05-28
0,0,0,242496,82620,6125708,0,0,0,0,183,1335,1,1,99,0,0,21:26:42 2019-05-28
0,0,0,242496,82620,6125712,0,0,0,0,220,1374,1,1,98,0,0,21:26:43 2019-05-28
0,0,0,242496,82620,6125716,0,0,0,0,175,1342,1,0,99,0,0,21:26:44 2019-05-28
0,0,0,242124,82620,6125720,0,0,0,0,194,913,1,1,99,0,0,21:26:45 2019-05-28
1,0,0,241628,82628,6125724,0,0,0,16,204,944,0,1,99,0,0,21:26:46 2019-05-28
0,0,0,241472,82628,6125728,0,0,0,0,215,1179,1,1,98,0,0,21:26:47 2019-05-28
0,0,0,242216,82628,6125732,0,0,0,0,194,902,1,1,99,0,0,21:26:48 2019-05-28
0,0,0,241968,82628,6125736,0,0,0,0,215,1341,1,1,98,0,0,21:26:49 2019-05-28
0,0,0,242588,82628,6125740,0,0,0,0,199,882,1,1,99,0,0,21:26:50 2019-05-28
0,0,0,241596,82636,6125740,0,0,0,16,194,1387,1,0,99,0,0,21:26:51 2019-05-28
0,0,0,241100,82636,6125748,0,0,0,0,202,1343,0,1,99,0,0,21:26:52 2019-05-28
0,0,0,241368,82636,6125748,0,0,0,0,188,1340,1,1,99,0,0,21:26:53 2019-05-28
0,0,0,241988,82636,6125748,0,0,0,0,204,914,1,1,99,0,0,21:26:54 2019-05-28
0,0,0,241720,82636,6125760,0,0,0,0,200,905,1,1,99,0,0,21:26:55 2019-05-28
0,0,0,241596,82644,6125764,0,0,0,16,200,913,0,0,99,0,0,21:26:56 2019-05-28
0,0,0,242836,82644,6125768,0,0,0,0,205,901,1,1,98,0,0,21:26:57 2019-05-28
0,0,0,242588,82644,6125772,0,0,0,0,195,1358,1,1,98,0,0,21:26:58 2019-05-28
0,0,0,242464,82644,6125784,0,0,0,0,193,1366,1,0,99,0,0,21:26:59 2019-05-28
0,0,0,242332,82644,6125788,0,0,0,0,212,1426,1,1,98,0,0,21:27:00 2019-05-28
0,0,0,242332,82652,6125788,0,0,0,16,196,1367,1,1,99,0,0,21:27:01 2019-05-28
0,0,0,242208,82652,6125792,0,0,0,0,190,898,1,0,99,0,0,21:27:02 2019-05-28
0,0,0,242084,82652,6125796,0,0,0,0,197,1373,0,1,99,0,0,21:27:03 2019-05-28
0,0,0,241960,82652,6125800,0,0,0,0,196,904,1,0,99,0,0,21:27:04 2019-05-28
0,0,0,241960,82652,6125804,0,0,0,0,219,1366,1,0,99,0,0,21:27:05 2019-05-28
0,0,0,242084,82660,6125808,0,0,0,16,206,911,1,0,98,0,0,21:27:06 2019-05-28
1,0,0,242828,82660,6125812,0,0,0,0,277,1195,1,0,98,0,0,21:27:07 2019-05-28
0,0,0,242984,82660,6125816,0,0,0,0,210,1350,1,1,98,0,0,21:27:08 2019-05-28
0,0,0,242488,82660,6125820,0,0,0,132,209,1382,1,1,99,0,0,21:27:09 2019-05-28
0,0,0,242364,82660,6125824,0,0,0,0,200,1401,1,0,99,0,0,21:27:10 2019-05-28
0,0,0,242736,82668,6125832,0,0,0,36,238,1384,1,1,98,1,0,21:27:11 2019-05-28
0,0,0,242612,82668,6125836,0,0,0,0,191,1275,1,1,99,0,0,21:27:12 2019-05-28
0,0,0,242116,82668,6125840,0,0,0,0,212,1376,1,1,99,0,0,21:27:13 2019-05-28
0,0,0,242116,82668,6125844,0,0,0,48,199,935,1,0,99,0,0,21:27:14 2019-05-28
0,0,0,241868,82668,6125848,0,0,0,0,196,907,1,1,99,0,0,21:27:15 2019-05-28
0,0,0,241744,82676,6125844,0,0,0,24,201,1399,1,1,99,0,0,21:27:16 2019-05-28
0,0,0,241496,82676,6125856,0,0,0,0,210,991,0,1,99,0,0,21:27:17 2019-05-28
0,0,0,241496,82676,6125860,0,0,0,0,187,1352,1,1,99,0,0,21:27:18 2019-05-28
0,0,0,241744,82676,6125860,0,0,0,0,196,907,1,0,99,0,0,21:27:19 2019-05-28
0,0,0,241372,82676,6125868,0,0,0,0,192,1312,0,0,99,0,0,21:27:20 2019-05-28
0,0,0,241248,82684,6125872,0,0,0,16,178,997,0,0,100,0,0,21:27:21 2019-05-28
0,0,0,241000,82684,6125876,0,0,0,0,207,916,1,0,99,0,0,21:27:22 2019-05-28
0,0,0,241096,82684,6125880,0,0,0,0,233,1345,0,0,99,0,0,21:27:23 2019-05-28
0,0,0,241372,82684,6125884,0,0,0,0,194,1369,1,0,99,0,0,21:27:24 2019-05-28
0,0,0,240876,82684,6125884,0,0,0,0,196,896,1,1,98,0,0,21:27:25 2019-05-28
0,0,0,240628,82692,6125892,0,0,0,16,203,1388,1,1,99,0,0,21:27:26 2019-05-28
0,0,0,240628,82692,6125896,0,0,0,0,258,1382,1,0,99,0,0,21:27:27 2019-05-28
1,0,0,240596,82692,6125896,0,0,0,0,186,1025,1,0,99,0,0,21:27:28 2019-05-28
0,0,0,240472,82692,6125896,0,0,0,0,176,897,1,1,99,0,0,21:27:29 2019-05-28
0,0,0,240380,82692,6125904,0,0,0,0,175,918,1,0,99,0,0,21:27:30 2019-05-28
0,0,0,240132,82700,6125908,0,0,0,16,198,1399,1,0,99,0,0,21:27:31 2019-05-28
0,0,0,240504,82700,6125908,0,0,0,0,205,897,1,1,98,0,0,21:27:32 2019-05-28
1,0,0,241164,82700,6125916,0,0,0,0,190,1321,0,1,99,0,0,21:27:33 2019-05-28
0,0,0,241212,82700,6125920,0,0,0,0,196,1301,1,1,99,0,0,21:27:34 2019-05-28
0,0,0,241992,82700,6125920,0,0,0,0,199,901,1,0,99,0,0,21:27:35 2019-05-28
0,0,0,241372,82708,6125932,0,0,0,16,199,1376,1,0,99,1,0,21:27:36 2019-05-28
0,0,0,240876,82708,6125936,0,0,0,0,212,1400,1,1,98,0,0,21:27:37 2019-05-28
0,0,0,240752,82708,6125940,0,0,0,0,183,1334,1,1,99,0,0,21:27:38 2019-05-28
0,0,0,240628,82708,6125944,0,0,0,0,201,948,1,0,99,0,0,21:27:39 2019-05-28
0,0,0,240628,82708,6125948,0,0,0,0,251,958,3,1,96,0,0,21:27:40 2019-05-28
0,0,0,240504,82716,6125952,0,0,0,16,221,1094,1,1,99,0,0,21:27:41 2019-05-28
0,0,0,240504,82716,6125960,0,0,0,0,196,1303,1,1,99,0,0,21:27:42 2019-05-28
0,0,0,240228,82716,6125960,0,0,0,0,223,1415,1,0,99,0,0,21:27:43 2019-05-28
0,0,0,240352,82716,6125960,0,0,0,124,189,1353,1,1,99,0,0,21:27:44 2019-05-28
0,0,0,240132,82716,6125972,0,0,0,0,191,1402,1,1,99,0,0,21:27:45 2019-05-28
0,0,0,240132,82724,6125976,0,0,0,24,226,1332,0,0,99,1,0,21:27:46 2019-05-28
